date,time,DOY,LOGGERTEMP,VIN_1_1_1,PPFD_1_1_1,P_RAIN_1_1_1,RG_1_1_1,RH_1_1_1,RN_1_1_1,TA_1_1_1,TS_1_1_1
[yyyy-mm-dd],[HH:MM],[ddd.ddd],[C],[V],[µmol/m^2/s],[m],[W/m^2],[%],[W/m^2],[K],[K]
2022-03-05,06:00,64.2499,0.298171-307,28.2900,11.8747,3.64457,0.00000,-0.354842,83.9286,-27.3798,301.050,301.458
2022-03-05,06:30,64.2707,0.298171-307,28.0300,11.8794,3.57872,0.00000,-0.383971,82.8082,-49.9094,300.777,301.427
2022-03-05,07:00,64.2916,0.298171-307,27.8600,11.8755,3.53712,0.00000,-0.350208,82.7186,-51.9792,300.929,301.328
2022-03-05,07:30,64.3124,0.298171-307,27.7167,11.8766,4.31525,0.00000,0.119825,87.8190,-49.4742,300.044,301.205
2022-03-05,08:00,64.3332,0.298171-307,27.3100,11.8751,29.8134,0.00000,12.4943,86.0506,-32.2423,300.230,301.148
2022-03-05,09:00,64.3749,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2022-03-05,09:30,64.3957,0.298643-307,28.1200,11.8768,254.141,0.00000,122.997,79.9837,105.861,300.794,299.257
2022-03-05,10:00,64.4166,0.298643-307,28.4800,11.8744,388.335,0.00000,193.295,82.0178,187.111,300.695,301.002
2022-03-05,10:30,64.4374,0.298643-307,29.2800,11.8750,518.510,0.00000,290.142,79.8865,313.829,300.900,301.220
2022-03-05,11:00,64.4582,0.298643-307,30.5100,11.8752,1041.58,0.00000,464.811,81.2800,605.795,300.957,301.319
2022-03-05,11:30,64.4790,0.298643-307,31.8900,11.8777,734.156,0.00000,343.051,84.5966,378.116,300.765,301.459
2022-03-05,12:00,64.4999,0.298643-307,31.7600,11.8745,1023.25,0.00000,524.743,83.1649,536.253,300.830,301.505
2022-03-05,12:30,64.5207,0.298643-307,32.6733,11.8759,1360.90,0.00000,713.249,81.1987,739.121,301.126,301.643
2022-03-05,13:00,64.5415,0.298643-307,33.2300,11.8772,1409.61,0.00000,738.311,81.4123,752.479,301.321,301.597
2022-03-05,13:30,64.5624,0.298643-307,33.6867,11.8758,1349.40,0.00000,705.968,80.7566,726.184,301.422,301.784
2022-03-05,14:00,64.5832,0.298643-307,34.0800,11.8741,973.438,0.00000,495.832,81.1016,498.916,301.516,301.869
2022-03-05,14:30,64.6040,0.298643-307,33.4067,11.8760,438.893,0.00000,209.160,82.1080,122.640,301.579,301.904
2022-03-05,15:00,64.6248,0.298643-307,31.2067,11.8745,331.146,0.00000,158.034,83.7459,59.6864,301.918,301.896
2022-03-05,15:30,64.6457,0.298643-307,30.2200,11.8743,241.470,0.00000,108.278,85.6416,47.9151,302.270,301.846
